
 VCS Coverage Metrics Release U-2023.03_Full64 Copyright (c) 1991-2023 by Synopsys Inc.
[PASS] seq=crv_seq_4                              cyc=58 op=RK_PLAIN_WRITE   rs1=15 rs2=17 wb_write=1 wb_rd=3 wb_data=0x4b53c543 -> rs1_data=0x6a70dddc rs2_data=0x736d3f3a
[PASS] seq=crv_seq_4                              cyc=59 op=RK_BYPASS_RS2    rs1=13 rs2=10 wb_write=1 wb_rd=10 wb_data=0x160830d9 -> rs1_data=0xa198d476 rs2_data=0x160830d9
[PASS] seq=crv_seq_4                              cyc=60 op=RK_BYPASS_RS2    rs1=6 rs2=16 wb_write=1 wb_rd=16 wb_data=0x6e0ae9b7 -> rs1_data=0x5d084c30 rs2_data=0x6e0ae9b7
[PASS] seq=crv_seq_4                              cyc=61 op=RK_X0_ACCESS     rs1=27 rs2=7 wb_write=1 wb_rd=0 wb_data=0x5ede3ff5 -> rs1_data=0xd6e931fe rs2_data=0x03029b34
[PASS] seq=crv_seq_4                              cyc=62 op=RK_BYPASS_RS1    rs1=12 rs2=2 wb_write=1 wb_rd=12 wb_data=0x8549ded9 -> rs1_data=0x8549ded9 rs2_data=0x3b9aa8e2
[PASS] seq=crv_seq_4                              cyc=63 op=RK_X0_ACCESS     rs1=9 rs2=10 wb_write=1 wb_rd=0 wb_data=0x99b7838a -> rs1_data=0x530d33aa rs2_data=0x160830d9
[PASS] seq=crv_seq_4                              cyc=64 op=RK_PLAIN_WRITE   rs1=20 rs2=20 wb_write=1 wb_rd=3 wb_data=0xe5aeea76 -> rs1_data=0x5759c6ae rs2_data=0x5759c6ae
[PASS] seq=crv_seq_4                              cyc=65 op=RK_RANDOM        rs1=19 rs2=4 wb_write=0 wb_rd=21 wb_data=0xe303c8d6 -> rs1_data=0x3e021aa6 rs2_data=0xb95fb127
[PASS] seq=crv_seq_4                              cyc=66 op=RK_X0_ACCESS     rs1=13 rs2=23 wb_write=1 wb_rd=0 wb_data=0x3b78e154 -> rs1_data=0xa198d476 rs2_data=0x555c1598
[PASS] seq=crv_seq_4                              cyc=67 op=RK_BYPASS_RS2    rs1=31 rs2=22 wb_write=1 wb_rd=22 wb_data=0x89a4a4ca -> rs1_data=0xbb9d292e rs2_data=0x89a4a4ca
[PASS] seq=crv_seq_4                              cyc=68 op=RK_BYPASS_RS1    rs1=1 rs2=3 wb_write=1 wb_rd=1 wb_data=0xed52f3ca -> rs1_data=0xed52f3ca rs2_data=0xe5aeea76
[PASS] seq=crv_seq_4                              cyc=69 op=RK_BYPASS_RS1    rs1=16 rs2=9 wb_write=1 wb_rd=16 wb_data=0x0d97f7de -> rs1_data=0x0d97f7de rs2_data=0x530d33aa
[PASS] seq=crv_seq_4                              cyc=70 op=RK_BYPASS_RS1    rs1=9 rs2=22 wb_write=1 wb_rd=9 wb_data=0x4c87e8cb -> rs1_data=0x4c87e8cb rs2_data=0x89a4a4ca
[PASS] seq=crv_seq_4                              cyc=71 op=RK_BYPASS_RS1    rs1=3 rs2=27 wb_write=1 wb_rd=3 wb_data=0x3801af73 -> rs1_data=0x3801af73 rs2_data=0xd6e931fe
[PASS] seq=crv_seq_4                              cyc=72 op=RK_PLAIN_WRITE   rs1=14 rs2=18 wb_write=1 wb_rd=30 wb_data=0x354162dd -> rs1_data=0xa4bab89e rs2_data=0x3ef36f87
[PASS] seq=crv_seq_4                              cyc=73 op=RK_PLAIN_WRITE   rs1=9 rs2=23 wb_write=1 wb_rd=27 wb_data=0xd8f3b480 -> rs1_data=0x4c87e8cb rs2_data=0x555c1598
[PASS] seq=crv_seq_4                              cyc=74 op=RK_PLAIN_WRITE   rs1=18 rs2=2 wb_write=1 wb_rd=31 wb_data=0x1296a2c7 -> rs1_data=0x3ef36f87 rs2_data=0x3b9aa8e2
[PASS] seq=crv_seq_4                              cyc=75 op=RK_X0_ACCESS     rs1=8 rs2=23 wb_write=1 wb_rd=0 wb_data=0x64387c77 -> rs1_data=0xdcff1054 rs2_data=0x555c1598
[PASS] seq=crv_seq_4                              cyc=76 op=RK_BYPASS_RS2    rs1=28 rs2=2 wb_write=1 wb_rd=2 wb_data=0x0edd3d0f -> rs1_data=0x5c6bf520 rs2_data=0x0edd3d0f
[PASS] seq=crv_seq_4                              cyc=77 op=RK_PLAIN_WRITE   rs1=5 rs2=24 wb_write=1 wb_rd=8 wb_data=0x98754ac9 -> rs1_data=0x43c84302 rs2_data=0x8d4e6243
[PASS] seq=crv_seq_4                              cyc=78 op=RK_BYPASS_BOTH   rs1=27 rs2=27 wb_write=1 wb_rd=27 wb_data=0x0e13b376 -> rs1_data=0x0e13b376 rs2_data=0x0e13b376
[PASS] seq=crv_seq_4                              cyc=79 op=RK_PLAIN_WRITE   rs1=23 rs2=8 wb_write=1 wb_rd=25 wb_data=0x6b80e886 -> rs1_data=0x555c1598 rs2_data=0x98754ac9
[PASS] seq=crv_seq_4                              cyc=80 op=RK_NO_WRITE_READ rs1=2 rs2=3 wb_write=0 wb_rd=8 wb_data=0x47d12cc1 -> rs1_data=0x0edd3d0f rs2_data=0x3801af73
[PASS] seq=crv_seq_4                              cyc=81 op=RK_RANDOM        rs1=15 rs2=28 wb_write=0 wb_rd=18 wb_data=0xb35f57a6 -> rs1_data=0x6a70dddc rs2_data=0x5c6bf520
[PASS] seq=crv_seq_4                              cyc=82 op=RK_PLAIN_WRITE   rs1=9 rs2=17 wb_write=1 wb_rd=4 wb_data=0xeeb8549a -> rs1_data=0x4c87e8cb rs2_data=0x736d3f3a
[PASS] seq=crv_seq_4                              cyc=83 op=RK_RANDOM        rs1=23 rs2=21 wb_write=0 wb_rd=9 wb_data=0x39a845e3 -> rs1_data=0x555c1598 rs2_data=0x331a17c8
[PASS] seq=crv_seq_4                              cyc=84 op=RK_X0_ACCESS     rs1=2 rs2=26 wb_write=1 wb_rd=0 wb_data=0x825b0648 -> rs1_data=0x0edd3d0f rs2_data=0x86a1524c
[PASS] seq=crv_seq_4                              cyc=85 op=RK_BYPASS_BOTH   rs1=4 rs2=4 wb_write=1 wb_rd=4 wb_data=0x327aa5de -> rs1_data=0x327aa5de rs2_data=0x327aa5de
[PASS] seq=crv_seq_4                              cyc=86 op=RK_BYPASS_RS1    rs1=26 rs2=2 wb_write=1 wb_rd=26 wb_data=0xade5f234 -> rs1_data=0xade5f234 rs2_data=0x0edd3d0f
[PASS] seq=crv_seq_4                              cyc=87 op=RK_NO_WRITE_READ rs1=6 rs2=10 wb_write=0 wb_rd=28 wb_data=0xabc2b613 -> rs1_data=0x5d084c30 rs2_data=0x160830d9
[PASS] seq=crv_seq_4                              cyc=88 op=RK_BYPASS_RS2    rs1=10 rs2=11 wb_write=1 wb_rd=11 wb_data=0x8888e8c5 -> rs1_data=0x160830d9 rs2_data=0x8888e8c5
[PASS] seq=crv_seq_4                              cyc=89 op=RK_PLAIN_WRITE   rs1=17 rs2=31 wb_write=1 wb_rd=20 wb_data=0xe3ea4504 -> rs1_data=0x736d3f3a rs2_data=0x1296a2c7
[PASS] seq=crv_seq_4                              cyc=90 op=RK_PLAIN_WRITE   rs1=6 rs2=8 wb_write=1 wb_rd=23 wb_data=0xc226d523 -> rs1_data=0x5d084c30 rs2_data=0x98754ac9
[PASS] seq=crv_seq_4                              cyc=91 op=RK_BYPASS_RS2    rs1=4 rs2=15 wb_write=1 wb_rd=15 wb_data=0xa72dbe0c -> rs1_data=0x327aa5de rs2_data=0xa72dbe0c
[PASS] seq=crv_seq_4                              cyc=92 op=RK_RANDOM        rs1=7 rs2=4 wb_write=1 wb_rd=30 wb_data=0xf1d6cef0 -> rs1_data=0x03029b34 rs2_data=0x327aa5de
[PASS] seq=crv_seq_4                              cyc=93 op=RK_PLAIN_WRITE   rs1=5 rs2=29 wb_write=1 wb_rd=19 wb_data=0x1c8a86d5 -> rs1_data=0x43c84302 rs2_data=0x0f15518d
[PASS] seq=crv_seq_4                              cyc=94 op=RK_NO_WRITE_READ rs1=0 rs2=24 wb_write=0 wb_rd=17 wb_data=0x7c017d7c -> rs1_data=0x00000000 rs2_data=0x8d4e6243
[PASS] seq=crv_seq_4                              cyc=95 op=RK_X0_ACCESS     rs1=7 rs2=21 wb_write=1 wb_rd=0 wb_data=0x55aafc57 -> rs1_data=0x03029b34 rs2_data=0x331a17c8
[PASS] seq=crv_seq_4                              cyc=96 op=RK_RANDOM        rs1=12 rs2=9 wb_write=1 wb_rd=24 wb_data=0xed761757 -> rs1_data=0x8549ded9 rs2_data=0x4c87e8cb
[PASS] seq=crv_seq_4                              cyc=97 op=RK_NO_WRITE_READ rs1=14 rs2=12 wb_write=0 wb_rd=28 wb_data=0x76dcf414 -> rs1_data=0xa4bab89e rs2_data=0x8549ded9
[PASS] seq=crv_seq_4                              cyc=98 op=RK_PLAIN_WRITE   rs1=18 rs2=16 wb_write=1 wb_rd=20 wb_data=0xe09a6e07 -> rs1_data=0x3ef36f87 rs2_data=0x0d97f7de
[PASS] seq=crv_seq_4                              cyc=99 op=RK_BYPASS_BOTH   rs1=19 rs2=19 wb_write=1 wb_rd=19 wb_data=0x0bdfee8f -> rs1_data=0x0bdfee8f rs2_data=0x0bdfee8f
[PASS] seq=crv_seq_4                              cyc=100 op=RK_PLAIN_WRITE   rs1=14 rs2=2 wb_write=1 wb_rd=15 wb_data=0xcdad7abf -> rs1_data=0xa4bab89e rs2_data=0x0edd3d0f
[PASS] seq=crv_seq_4                              cyc=101 op=RK_BYPASS_RS1    rs1=13 rs2=23 wb_write=1 wb_rd=13 wb_data=0x7fd1153b -> rs1_data=0x7fd1153b rs2_data=0xc226d523
[PASS] seq=crv_seq_4                              cyc=102 op=RK_RANDOM        rs1=24 rs2=14 wb_write=1 wb_rd=0 wb_data=0x8c23f55d -> rs1_data=0xed761757 rs2_data=0xa4bab89e
[PASS] seq=crv_seq_4                              cyc=103 op=RK_RANDOM        rs1=10 rs2=25 wb_write=1 wb_rd=18 wb_data=0xa37074a2 -> rs1_data=0x160830d9 rs2_data=0x6b80e886
[PASS] seq=crv_seq_4                              cyc=104 op=RK_BYPASS_RS1    rs1=30 rs2=24 wb_write=1 wb_rd=30 wb_data=0xd98e5db1 -> rs1_data=0xd98e5db1 rs2_data=0xed761757
[PASS] seq=crv_seq_4                              cyc=105 op=RK_BYPASS_RS2    rs1=14 rs2=23 wb_write=1 wb_rd=23 wb_data=0xcbd0478c -> rs1_data=0xa4bab89e rs2_data=0xcbd0478c
[PASS] seq=crv_seq_4                              cyc=106 op=RK_PLAIN_WRITE   rs1=4 rs2=29 wb_write=1 wb_rd=23 wb_data=0x11a18b30 -> rs1_data=0x327aa5de rs2_data=0x0f15518d
[PASS] seq=crv_seq_4                              cyc=107 op=RK_BYPASS_RS2    rs1=14 rs2=7 wb_write=1 wb_rd=7 wb_data=0x0f90a578 -> rs1_data=0xa4bab89e rs2_data=0x0f90a578
[PASS] seq=crv_seq_4                              cyc=108 op=RK_RANDOM        rs1=3 rs2=3 wb_write=1 wb_rd=29 wb_data=0xeef9f9ba -> rs1_data=0x3801af73 rs2_data=0x3801af73
[PASS] seq=crv_seq_4                              cyc=109 op=RK_RANDOM        rs1=13 rs2=20 wb_write=1 wb_rd=21 wb_data=0x3ce54531 -> rs1_data=0x7fd1153b rs2_data=0xe09a6e07
[PASS] seq=crv_seq_4                              cyc=110 op=RK_RANDOM        rs1=6 rs2=10 wb_write=1 wb_rd=13 wb_data=0xd85f3882 -> rs1_data=0x5d084c30 rs2_data=0x160830d9
[PASS] seq=crv_seq_4                              cyc=111 op=RK_BYPASS_RS1    rs1=18 rs2=28 wb_write=1 wb_rd=18 wb_data=0x44aff1b9 -> rs1_data=0x44aff1b9 rs2_data=0x5c6bf520
[PASS] seq=crv_seq_4                              cyc=112 op=RK_X0_ACCESS     rs1=10 rs2=27 wb_write=1 wb_rd=0 wb_data=0x5981e2a2 -> rs1_data=0x160830d9 rs2_data=0x0e13b376
[PASS] seq=crv_seq_4                              cyc=113 op=RK_BYPASS_RS1    rs1=8 rs2=13 wb_write=1 wb_rd=8 wb_data=0x0a017f48 -> rs1_data=0x0a017f48 rs2_data=0xd85f3882
[PASS] seq=crv_seq_4                              cyc=114 op=RK_PLAIN_WRITE   rs1=26 rs2=16 wb_write=1 wb_rd=5 wb_data=0x1d750fea -> rs1_data=0xade5f234 rs2_data=0x0d97f7de
[PASS] seq=crv_seq_4                              cyc=115 op=RK_BYPASS_BOTH   rs1=20 rs2=20 wb_write=1 wb_rd=20 wb_data=0x73afbb7c -> rs1_data=0x73afbb7c rs2_data=0x73afbb7c
[PASS] seq=crv_seq_4                              cyc=116 op=RK_PLAIN_WRITE   rs1=10 rs2=2 wb_write=1 wb_rd=8 wb_data=0x408ea76e -> rs1_data=0x160830d9 rs2_data=0x0edd3d0f
[PASS] seq=crv_seq_4                              cyc=117 op=RK_RANDOM        rs1=10 rs2=12 wb_write=1 wb_rd=27 wb_data=0x57921ec1 -> rs1_data=0x160830d9 rs2_data=0x8549ded9
[PASS] seq=crv_seq_4                              cyc=118 op=RK_RANDOM        rs1=0 rs2=18 wb_write=1 wb_rd=11 wb_data=0xec743906 -> rs1_data=0x00000000 rs2_data=0x44aff1b9
[PASS] seq=crv_seq_4                              cyc=119 op=RK_X0_ACCESS     rs1=30 rs2=23 wb_write=1 wb_rd=0 wb_data=0x6a3e9f25 -> rs1_data=0xd98e5db1 rs2_data=0x11a18b30
[PASS] seq=crv_seq_4                              cyc=120 op=RK_BYPASS_BOTH   rs1=21 rs2=21 wb_write=1 wb_rd=21 wb_data=0xc2a552c3 -> rs1_data=0xc2a552c3 rs2_data=0xc2a552c3
[PASS] seq=crv_seq_4                              cyc=121 op=RK_X0_ACCESS     rs1=28 rs2=10 wb_write=1 wb_rd=0 wb_data=0xba8a3149 -> rs1_data=0x5c6bf520 rs2_data=0x160830d9
[PASS] seq=crv_seq_4                              cyc=122 op=RK_PLAIN_WRITE   rs1=3 rs2=15 wb_write=1 wb_rd=5 wb_data=0x53ff88f0 -> rs1_data=0x3801af73 rs2_data=0xcdad7abf
[PASS] seq=crv_seq_4                              cyc=123 op=RK_PLAIN_WRITE   rs1=23 rs2=11 wb_write=1 wb_rd=20 wb_data=0xdea720fe -> rs1_data=0x11a18b30 rs2_data=0xec743906
[PASS] seq=crv_seq_4                              cyc=124 op=RK_X0_ACCESS     rs1=1 rs2=3 wb_write=1 wb_rd=0 wb_data=0x189594f8 -> rs1_data=0xed52f3ca rs2_data=0x3801af73
[PASS] seq=crv_seq_4                              cyc=125 op=RK_BYPASS_RS1    rs1=26 rs2=24 wb_write=1 wb_rd=26 wb_data=0xca0dee8a -> rs1_data=0xca0dee8a rs2_data=0xed761757
[PASS] seq=crv_seq_4                              cyc=126 op=RK_NO_WRITE_READ rs1=24 rs2=14 wb_write=0 wb_rd=25 wb_data=0x5c21f874 -> rs1_data=0xed761757 rs2_data=0xa4bab89e
[PASS] seq=crv_seq_4                              cyc=127 op=RK_BYPASS_RS1    rs1=27 rs2=0 wb_write=1 wb_rd=27 wb_data=0x58189fd1 -> rs1_data=0x58189fd1 rs2_data=0x00000000
[PASS] seq=crv_seq_4                              cyc=128 op=RK_NO_WRITE_READ rs1=17 rs2=30 wb_write=0 wb_rd=11 wb_data=0xa61e7120 -> rs1_data=0x736d3f3a rs2_data=0xd98e5db1
[PASS] seq=crv_seq_4                              cyc=129 op=RK_NO_WRITE_READ rs1=14 rs2=29 wb_write=0 wb_rd=13 wb_data=0x2e934547 -> rs1_data=0xa4bab89e rs2_data=0xeef9f9ba
[PASS] seq=crv_seq_4                              cyc=130 op=RK_PLAIN_WRITE   rs1=26 rs2=0 wb_write=1 wb_rd=11 wb_data=0xcfb28711 -> rs1_data=0xca0dee8a rs2_data=0x00000000
[PASS] seq=crv_seq_4                              cyc=131 op=RK_RANDOM        rs1=29 rs2=24 wb_write=1 wb_rd=8 wb_data=0x1a9a92e3 -> rs1_data=0xeef9f9ba rs2_data=0xed761757
[PASS] seq=crv_seq_4                              cyc=132 op=RK_NO_WRITE_READ rs1=3 rs2=26 wb_write=0 wb_rd=27 wb_data=0xbbf91adc -> rs1_data=0x3801af73 rs2_data=0xca0dee8a
[PASS] seq=crv_seq_4                              cyc=133 op=RK_NO_WRITE_READ rs1=27 rs2=6 wb_write=0 wb_rd=26 wb_data=0x704fda4a -> rs1_data=0x58189fd1 rs2_data=0x5d084c30
[PASS] seq=crv_seq_4                              cyc=134 op=RK_BYPASS_RS1    rs1=22 rs2=17 wb_write=1 wb_rd=22 wb_data=0xc7fdbd1a -> rs1_data=0xc7fdbd1a rs2_data=0x736d3f3a
[PASS] seq=crv_seq_4                              cyc=135 op=RK_BYPASS_RS2    rs1=13 rs2=16 wb_write=1 wb_rd=16 wb_data=0x1bac654d -> rs1_data=0xd85f3882 rs2_data=0x1bac654d
[PASS] seq=crv_seq_4                              cyc=136 op=RK_PLAIN_WRITE   rs1=15 rs2=14 wb_write=1 wb_rd=11 wb_data=0x8e27fdf7 -> rs1_data=0xcdad7abf rs2_data=0xa4bab89e
[PASS] seq=crv_seq_4                              cyc=137 op=RK_BYPASS_RS1    rs1=28 rs2=13 wb_write=1 wb_rd=28 wb_data=0xfbb27cbe -> rs1_data=0xfbb27cbe rs2_data=0xd85f3882
[PASS] seq=crv_seq_4                              cyc=138 op=RK_BYPASS_BOTH   rs1=15 rs2=15 wb_write=1 wb_rd=15 wb_data=0x2a901dbb -> rs1_data=0x2a901dbb rs2_data=0x2a901dbb
[PASS] seq=crv_seq_4                              cyc=139 op=RK_X0_ACCESS     rs1=6 rs2=10 wb_write=1 wb_rd=0 wb_data=0x10541bed -> rs1_data=0x5d084c30 rs2_data=0x160830d9
[PASS] seq=crv_seq_4                              cyc=140 op=RK_PLAIN_WRITE   rs1=20 rs2=5 wb_write=1 wb_rd=18 wb_data=0xe9b73b44 -> rs1_data=0xdea720fe rs2_data=0x53ff88f0
[PASS] seq=crv_seq_4                              cyc=141 op=RK_PLAIN_WRITE   rs1=19 rs2=19 wb_write=1 wb_rd=3 wb_data=0x4d3f1f1e -> rs1_data=0x0bdfee8f rs2_data=0x0bdfee8f
[PASS] seq=crv_seq_4                              cyc=142 op=RK_BYPASS_RS1    rs1=27 rs2=14 wb_write=1 wb_rd=27 wb_data=0xacfa2e6a -> rs1_data=0xacfa2e6a rs2_data=0xa4bab89e
[PASS] seq=crv_seq_4                              cyc=143 op=RK_BYPASS_RS2    rs1=7 rs2=27 wb_write=1 wb_rd=27 wb_data=0x6d9bb539 -> rs1_data=0x0f90a578 rs2_data=0x6d9bb539
[PASS] seq=crv_seq_4                              cyc=144 op=RK_NO_WRITE_READ rs1=4 rs2=27 wb_write=0 wb_rd=21 wb_data=0xad3b38a4 -> rs1_data=0x327aa5de rs2_data=0x6d9bb539
[PASS] seq=crv_seq_4                              cyc=145 op=RK_BYPASS_RS1    rs1=31 rs2=17 wb_write=1 wb_rd=31 wb_data=0x24882bce -> rs1_data=0x24882bce rs2_data=0x736d3f3a
[PASS] seq=crv_seq_4                              cyc=146 op=RK_BYPASS_RS2    rs1=20 rs2=28 wb_write=1 wb_rd=28 wb_data=0xfdd2e606 -> rs1_data=0xdea720fe rs2_data=0xfdd2e606
[PASS] seq=crv_seq_4                              cyc=147 op=RK_BYPASS_RS1    rs1=16 rs2=2 wb_write=1 wb_rd=16 wb_data=0x67e70cc6 -> rs1_data=0x67e70cc6 rs2_data=0x0edd3d0f
[PASS] seq=crv_seq_4                              cyc=148 op=RK_BYPASS_BOTH   rs1=17 rs2=17 wb_write=1 wb_rd=17 wb_data=0x7c6fbbee -> rs1_data=0x7c6fbbee rs2_data=0x7c6fbbee
[PASS] seq=crv_seq_4                              cyc=149 op=RK_BYPASS_BOTH   rs1=16 rs2=16 wb_write=1 wb_rd=16 wb_data=0x0d9af066 -> rs1_data=0x0d9af066 rs2_data=0x0d9af066
[PASS] seq=crv_seq_4                              cyc=150 op=RK_BYPASS_BOTH   rs1=8 rs2=8 wb_write=1 wb_rd=8 wb_data=0xf50dea23 -> rs1_data=0xf50dea23 rs2_data=0xf50dea23
[PASS] seq=crv_seq_4                              cyc=151 op=RK_BYPASS_RS2    rs1=6 rs2=16 wb_write=1 wb_rd=16 wb_data=0xb7ded440 -> rs1_data=0x5d084c30 rs2_data=0xb7ded440
[PASS] seq=crv_seq_4                              cyc=152 op=RK_RANDOM        rs1=12 rs2=5 wb_write=0 wb_rd=30 wb_data=0x95702268 -> rs1_data=0x8549ded9 rs2_data=0x53ff88f0
[PASS] seq=crv_seq_4                              cyc=153 op=RK_BYPASS_RS2    rs1=2 rs2=31 wb_write=1 wb_rd=31 wb_data=0xfc1baf4a -> rs1_data=0x0edd3d0f rs2_data=0xfc1baf4a
[PASS] seq=crv_seq_4                              cyc=154 op=RK_RANDOM        rs1=23 rs2=8 wb_write=0 wb_rd=11 wb_data=0xc7194400 -> rs1_data=0x11a18b30 rs2_data=0xf50dea23
[PASS] seq=crv_seq_4                              cyc=155 op=RK_BYPASS_BOTH   rs1=30 rs2=30 wb_write=1 wb_rd=30 wb_data=0xade42d4c -> rs1_data=0xade42d4c rs2_data=0xade42d4c
[PASS] seq=crv_seq_4                              cyc=156 op=RK_BYPASS_RS1    rs1=19 rs2=0 wb_write=1 wb_rd=19 wb_data=0xae486e0e -> rs1_data=0xae486e0e rs2_data=0x00000000
[PASS] seq=crv_seq_4                              cyc=157 op=RK_BYPASS_BOTH   rs1=3 rs2=3 wb_write=1 wb_rd=3 wb_data=0xf650eaca -> rs1_data=0xf650eaca rs2_data=0xf650eaca
[PASS] seq=crv_seq_4                              cyc=158 op=RK_RANDOM        rs1=20 rs2=8 wb_write=0 wb_rd=0 wb_data=0x9bd5f92e -> rs1_data=0xdea720fe rs2_data=0xf50dea23
[PASS] seq=crv_seq_4                              cyc=159 op=RK_RANDOM        rs1=22 rs2=17 wb_write=1 wb_rd=4 wb_data=0x452a9c61 -> rs1_data=0xc7fdbd1a rs2_data=0x7c6fbbee
[PASS] seq=crv_seq_4                              cyc=160 op=RK_X0_ACCESS     rs1=23 rs2=30 wb_write=1 wb_rd=0 wb_data=0xc8f4ad24 -> rs1_data=0x11a18b30 rs2_data=0xade42d4c
[PASS] seq=crv_seq_4                              cyc=161 op=RK_BYPASS_RS1    rs1=9 rs2=3 wb_write=1 wb_rd=9 wb_data=0x393b833a -> rs1_data=0x393b833a rs2_data=0xf650eaca
[PASS] seq=crv_seq_4                              cyc=162 op=RK_PLAIN_WRITE   rs1=1 rs2=25 wb_write=1 wb_rd=29 wb_data=0x0e3958ff -> rs1_data=0xed52f3ca rs2_data=0x6b80e886
[PASS] seq=crv_seq_4                              cyc=163 op=RK_PLAIN_WRITE   rs1=7 rs2=21 wb_write=1 wb_rd=26 wb_data=0x6fe45c3b -> rs1_data=0x0f90a578 rs2_data=0xc2a552c3
[PASS] seq=crv_seq_4                              cyc=164 op=RK_BYPASS_RS2    rs1=22 rs2=5 wb_write=1 wb_rd=5 wb_data=0xe4cecf81 -> rs1_data=0xc7fdbd1a rs2_data=0xe4cecf81
[PASS] seq=crv_seq_4                              cyc=165 op=RK_RANDOM        rs1=22 rs2=26 wb_write=0 wb_rd=24 wb_data=0x7deb4b04 -> rs1_data=0xc7fdbd1a rs2_data=0x6fe45c3b
[PASS] seq=crv_seq_4                              cyc=166 op=RK_BYPASS_RS1    rs1=24 rs2=30 wb_write=1 wb_rd=24 wb_data=0x2cd9a527 -> rs1_data=0x2cd9a527 rs2_data=0xade42d4c
[PASS] seq=crv_seq_4                              cyc=167 op=RK_BYPASS_BOTH   rs1=26 rs2=26 wb_write=1 wb_rd=26 wb_data=0x36574dd3 -> rs1_data=0x36574dd3 rs2_data=0x36574dd3
[PASS] seq=crv_seq_4                              cyc=168 op=RK_PLAIN_WRITE   rs1=0 rs2=26 wb_write=1 wb_rd=5 wb_data=0x7575e12f -> rs1_data=0x00000000 rs2_data=0x36574dd3
[PASS] seq=crv_seq_4                              cyc=169 op=RK_X0_ACCESS     rs1=31 rs2=15 wb_write=1 wb_rd=0 wb_data=0xa843d64c -> rs1_data=0xfc1baf4a rs2_data=0x2a901dbb
[PASS] seq=crv_seq_4                              cyc=170 op=RK_BYPASS_RS1    rs1=10 rs2=27 wb_write=1 wb_rd=10 wb_data=0x94d6fdea -> rs1_data=0x94d6fdea rs2_data=0x6d9bb539
[PASS] seq=crv_seq_4                              cyc=171 op=RK_PLAIN_WRITE   rs1=7 rs2=2 wb_write=1 wb_rd=16 wb_data=0xfe962745 -> rs1_data=0x0f90a578 rs2_data=0x0edd3d0f
[PASS] seq=crv_seq_4                              cyc=172 op=RK_BYPASS_BOTH   rs1=14 rs2=14 wb_write=1 wb_rd=14 wb_data=0x0dbd5499 -> rs1_data=0x0dbd5499 rs2_data=0x0dbd5499
[PASS] seq=crv_seq_4                              cyc=173 op=RK_X0_ACCESS     rs1=18 rs2=14 wb_write=1 wb_rd=0 wb_data=0x85515fe0 -> rs1_data=0xe9b73b44 rs2_data=0x0dbd5499
[PASS] seq=crv_seq_4                              cyc=174 op=RK_RANDOM        rs1=26 rs2=11 wb_write=0 wb_rd=27 wb_data=0xd94ce0f1 -> rs1_data=0x36574dd3 rs2_data=0x8e27fdf7
[PASS] seq=crv_seq_4                              cyc=175 op=RK_RANDOM        rs1=8 rs2=6 wb_write=0 wb_rd=12 wb_data=0x49d57c02 -> rs1_data=0xf50dea23 rs2_data=0x5d084c30
[PASS] seq=crv_seq_4                              cyc=176 op=RK_BYPASS_RS1    rs1=27 rs2=24 wb_write=1 wb_rd=27 wb_data=0x6cc210bc -> rs1_data=0x6cc210bc rs2_data=0x2cd9a527
[PASS] seq=crv_seq_4                              cyc=177 op=RK_RANDOM        rs1=23 rs2=4 wb_write=0 wb_rd=30 wb_data=0x619091d2 -> rs1_data=0x11a18b30 rs2_data=0x452a9c61
[PASS] seq=crv_seq_4                              cyc=178 op=RK_BYPASS_RS1    rs1=11 rs2=13 wb_write=1 wb_rd=11 wb_data=0x7b735b68 -> rs1_data=0x7b735b68 rs2_data=0xd85f3882
[PASS] seq=crv_seq_4                              cyc=179 op=RK_BYPASS_RS2    rs1=24 rs2=31 wb_write=1 wb_rd=31 wb_data=0x8f04bd19 -> rs1_data=0x2cd9a527 rs2_data=0x8f04bd19
[PASS] seq=crv_seq_4                              cyc=180 op=RK_BYPASS_BOTH   rs1=14 rs2=14 wb_write=1 wb_rd=14 wb_data=0x035e73b9 -> rs1_data=0x035e73b9 rs2_data=0x035e73b9
[PASS] seq=crv_seq_4                              cyc=181 op=RK_BYPASS_RS2    rs1=31 rs2=10 wb_write=1 wb_rd=10 wb_data=0x50a57fa8 -> rs1_data=0x8f04bd19 rs2_data=0x50a57fa8
[PASS] seq=crv_seq_4                              cyc=182 op=RK_PLAIN_WRITE   rs1=18 rs2=12 wb_write=1 wb_rd=27 wb_data=0x289916a0 -> rs1_data=0xe9b73b44 rs2_data=0x8549ded9
[PASS] seq=crv_seq_4                              cyc=183 op=RK_RANDOM        rs1=3 rs2=7 wb_write=1 wb_rd=2 wb_data=0x5ee5a3cc -> rs1_data=0xf650eaca rs2_data=0x0f90a578
[PASS] seq=crv_seq_4                              cyc=184 op=RK_NO_WRITE_READ rs1=27 rs2=2 wb_write=0 wb_rd=4 wb_data=0xf47bdb09 -> rs1_data=0x289916a0 rs2_data=0x5ee5a3cc
[PASS] seq=crv_seq_4                              cyc=185 op=RK_X0_ACCESS     rs1=11 rs2=2 wb_write=1 wb_rd=0 wb_data=0x1599a54c -> rs1_data=0x7b735b68 rs2_data=0x5ee5a3cc
