
 VCS Coverage Metrics Release U-2023.03_Full64 Copyright (c) 1991-2023 by Synopsys Inc.
[PASS] seq=crv_seq_2                              cyc=28 op=RK_BYPASS_RS1    rs1=3 rs2=25 wb_write=1 wb_rd=3 wb_data=0x251a5c86 -> rs1_data=0x251a5c86 rs2_data=0x0a527f34
[PASS] seq=crv_seq_2                              cyc=29 op=RK_NO_WRITE_READ rs1=31 rs2=0 wb_write=0 wb_rd=16 wb_data=0x05261412 -> rs1_data=0xe99b8e63 rs2_data=0x00000000
[PASS] seq=crv_seq_2                              cyc=30 op=RK_PLAIN_WRITE   rs1=26 rs2=29 wb_write=1 wb_rd=19 wb_data=0xc1517450 -> rs1_data=0x6ba14fd6 rs2_data=0x3a00c338
[PASS] seq=crv_seq_2                              cyc=31 op=RK_NO_WRITE_READ rs1=29 rs2=25 wb_write=0 wb_rd=20 wb_data=0xecbebba4 -> rs1_data=0x3a00c338 rs2_data=0x0a527f34
[PASS] seq=crv_seq_2                              cyc=32 op=RK_BYPASS_BOTH   rs1=17 rs2=17 wb_write=1 wb_rd=17 wb_data=0x833d9399 -> rs1_data=0x833d9399 rs2_data=0x833d9399
[PASS] seq=crv_seq_2                              cyc=33 op=RK_BYPASS_RS2    rs1=7 rs2=30 wb_write=1 wb_rd=30 wb_data=0x392984da -> rs1_data=0x777c00ca rs2_data=0x392984da
[PASS] seq=crv_seq_2                              cyc=34 op=RK_BYPASS_RS1    rs1=8 rs2=11 wb_write=1 wb_rd=8 wb_data=0x59c4e3dd -> rs1_data=0x59c4e3dd rs2_data=0x474c1bd6
[PASS] seq=crv_seq_2                              cyc=35 op=RK_NO_WRITE_READ rs1=29 rs2=19 wb_write=0 wb_rd=4 wb_data=0x9f3530af -> rs1_data=0x3a00c338 rs2_data=0xc1517450
[PASS] seq=crv_seq_2                              cyc=36 op=RK_BYPASS_BOTH   rs1=25 rs2=25 wb_write=1 wb_rd=25 wb_data=0xc73bc3ab -> rs1_data=0xc73bc3ab rs2_data=0xc73bc3ab
[PASS] seq=crv_seq_2                              cyc=37 op=RK_BYPASS_RS1    rs1=27 rs2=3 wb_write=1 wb_rd=27 wb_data=0x6f6cae2a -> rs1_data=0x6f6cae2a rs2_data=0x251a5c86
[PASS] seq=crv_seq_2                              cyc=38 op=RK_RANDOM        rs1=5 rs2=29 wb_write=1 wb_rd=30 wb_data=0xcc854306 -> rs1_data=0x074f54d0 rs2_data=0x3a00c338
[PASS] seq=crv_seq_2                              cyc=39 op=RK_BYPASS_BOTH   rs1=11 rs2=11 wb_write=1 wb_rd=11 wb_data=0xbe28e96d -> rs1_data=0xbe28e96d rs2_data=0xbe28e96d
[PASS] seq=crv_seq_2                              cyc=40 op=RK_BYPASS_RS1    rs1=22 rs2=23 wb_write=1 wb_rd=22 wb_data=0x4973a02b -> rs1_data=0x4973a02b rs2_data=0x1f4efe64
[PASS] seq=crv_seq_2                              cyc=41 op=RK_BYPASS_BOTH   rs1=4 rs2=4 wb_write=1 wb_rd=4 wb_data=0x5f415da9 -> rs1_data=0x5f415da9 rs2_data=0x5f415da9
[PASS] seq=crv_seq_2                              cyc=42 op=RK_NO_WRITE_READ rs1=22 rs2=25 wb_write=0 wb_rd=21 wb_data=0xee4e6e53 -> rs1_data=0x4973a02b rs2_data=0xc73bc3ab
[PASS] seq=crv_seq_2                              cyc=43 op=RK_RANDOM        rs1=31 rs2=30 wb_write=0 wb_rd=4 wb_data=0xba3e26ee -> rs1_data=0xe99b8e63 rs2_data=0xcc854306
[PASS] seq=crv_seq_2                              cyc=44 op=RK_BYPASS_RS1    rs1=10 rs2=1 wb_write=1 wb_rd=10 wb_data=0x5796add9 -> rs1_data=0x5796add9 rs2_data=0x464c0f33
[PASS] seq=crv_seq_2                              cyc=45 op=RK_BYPASS_RS1    rs1=5 rs2=9 wb_write=1 wb_rd=5 wb_data=0x30b07f21 -> rs1_data=0x30b07f21 rs2_data=0xc71e46fb
[PASS] seq=crv_seq_2                              cyc=46 op=RK_X0_ACCESS     rs1=25 rs2=17 wb_write=1 wb_rd=0 wb_data=0x25ba089e -> rs1_data=0xc73bc3ab rs2_data=0x833d9399
[PASS] seq=crv_seq_2                              cyc=47 op=RK_NO_WRITE_READ rs1=18 rs2=25 wb_write=0 wb_rd=6 wb_data=0xddabc44d -> rs1_data=0xfa891283 rs2_data=0xc73bc3ab
[PASS] seq=crv_seq_2                              cyc=48 op=RK_BYPASS_RS1    rs1=30 rs2=27 wb_write=1 wb_rd=30 wb_data=0x7217bfe5 -> rs1_data=0x7217bfe5 rs2_data=0x6f6cae2a
[PASS] seq=crv_seq_2                              cyc=49 op=RK_BYPASS_RS1    rs1=1 rs2=8 wb_write=1 wb_rd=1 wb_data=0x21c91c1e -> rs1_data=0x21c91c1e rs2_data=0x59c4e3dd
[PASS] seq=crv_seq_2                              cyc=50 op=RK_X0_ACCESS     rs1=15 rs2=25 wb_write=1 wb_rd=0 wb_data=0x7de95862 -> rs1_data=0xfdd13454 rs2_data=0xc73bc3ab
[PASS] seq=crv_seq_2                              cyc=51 op=RK_NO_WRITE_READ rs1=17 rs2=19 wb_write=0 wb_rd=0 wb_data=0xf16cf765 -> rs1_data=0x833d9399 rs2_data=0xc1517450
[PASS] seq=crv_seq_2                              cyc=52 op=RK_BYPASS_BOTH   rs1=26 rs2=26 wb_write=1 wb_rd=26 wb_data=0xc72d9a46 -> rs1_data=0xc72d9a46 rs2_data=0xc72d9a46
[PASS] seq=crv_seq_2                              cyc=53 op=RK_X0_ACCESS     rs1=4 rs2=9 wb_write=1 wb_rd=0 wb_data=0xf2abcdcf -> rs1_data=0x5f415da9 rs2_data=0xc71e46fb
[PASS] seq=crv_seq_2                              cyc=54 op=RK_BYPASS_BOTH   rs1=27 rs2=27 wb_write=1 wb_rd=27 wb_data=0x29688f3f -> rs1_data=0x29688f3f rs2_data=0x29688f3f
[PASS] seq=crv_seq_2                              cyc=55 op=RK_RANDOM        rs1=30 rs2=19 wb_write=1 wb_rd=13 wb_data=0x8b8f6903 -> rs1_data=0x7217bfe5 rs2_data=0xc1517450
[PASS] seq=crv_seq_2                              cyc=56 op=RK_BYPASS_BOTH   rs1=8 rs2=8 wb_write=1 wb_rd=8 wb_data=0x379da9aa -> rs1_data=0x379da9aa rs2_data=0x379da9aa
[PASS] seq=crv_seq_2                              cyc=57 op=RK_X0_ACCESS     rs1=16 rs2=6 wb_write=1 wb_rd=0 wb_data=0xc347ee1f -> rs1_data=0x64ade5db rs2_data=0xb390bc61
[PASS] seq=crv_seq_2                              cyc=58 op=RK_BYPASS_RS1    rs1=8 rs2=30 wb_write=1 wb_rd=8 wb_data=0xc6de9195 -> rs1_data=0xc6de9195 rs2_data=0x7217bfe5
[PASS] seq=crv_seq_2                              cyc=59 op=RK_BYPASS_RS1    rs1=22 rs2=13 wb_write=1 wb_rd=22 wb_data=0xf575c863 -> rs1_data=0xf575c863 rs2_data=0x8b8f6903
[PASS] seq=crv_seq_2                              cyc=60 op=RK_PLAIN_WRITE   rs1=8 rs2=0 wb_write=1 wb_rd=30 wb_data=0x3d66c161 -> rs1_data=0xc6de9195 rs2_data=0x00000000
[PASS] seq=crv_seq_2                              cyc=61 op=RK_RANDOM        rs1=22 rs2=27 wb_write=1 wb_rd=3 wb_data=0xdf0a1ab8 -> rs1_data=0xf575c863 rs2_data=0x29688f3f
[PASS] seq=crv_seq_2                              cyc=62 op=RK_BYPASS_BOTH   rs1=31 rs2=31 wb_write=1 wb_rd=31 wb_data=0xec026f13 -> rs1_data=0xec026f13 rs2_data=0xec026f13
[PASS] seq=crv_seq_2                              cyc=63 op=RK_BYPASS_RS2    rs1=2 rs2=8 wb_write=1 wb_rd=8 wb_data=0x0590cfc9 -> rs1_data=0x6895963e rs2_data=0x0590cfc9
[PASS] seq=crv_seq_2                              cyc=64 op=RK_BYPASS_RS2    rs1=6 rs2=24 wb_write=1 wb_rd=24 wb_data=0x8a634c2b -> rs1_data=0xb390bc61 rs2_data=0x8a634c2b
[PASS] seq=crv_seq_2                              cyc=65 op=RK_PLAIN_WRITE   rs1=12 rs2=15 wb_write=1 wb_rd=7 wb_data=0xa5aa0061 -> rs1_data=0x8b2753a4 rs2_data=0xfdd13454
[PASS] seq=crv_seq_2                              cyc=66 op=RK_BYPASS_RS2    rs1=13 rs2=17 wb_write=1 wb_rd=17 wb_data=0x0e7a49a1 -> rs1_data=0x8b8f6903 rs2_data=0x0e7a49a1
[PASS] seq=crv_seq_2                              cyc=67 op=RK_PLAIN_WRITE   rs1=0 rs2=0 wb_write=1 wb_rd=8 wb_data=0x64d388c4 -> rs1_data=0x00000000 rs2_data=0x00000000
[PASS] seq=crv_seq_2                              cyc=68 op=RK_RANDOM        rs1=12 rs2=20 wb_write=0 wb_rd=16 wb_data=0x25b00c6a -> rs1_data=0x8b2753a4 rs2_data=0xedd15812
[PASS] seq=crv_seq_2                              cyc=69 op=RK_RANDOM        rs1=15 rs2=8 wb_write=0 wb_rd=0 wb_data=0x22251680 -> rs1_data=0xfdd13454 rs2_data=0x64d388c4
[PASS] seq=crv_seq_2                              cyc=70 op=RK_NO_WRITE_READ rs1=24 rs2=11 wb_write=0 wb_rd=8 wb_data=0xe2bb3cdf -> rs1_data=0x8a634c2b rs2_data=0xbe28e96d
[PASS] seq=crv_seq_2                              cyc=71 op=RK_PLAIN_WRITE   rs1=19 rs2=26 wb_write=1 wb_rd=24 wb_data=0x5075d419 -> rs1_data=0xc1517450 rs2_data=0xc72d9a46
[PASS] seq=crv_seq_2                              cyc=72 op=RK_RANDOM        rs1=11 rs2=27 wb_write=1 wb_rd=27 wb_data=0xd627c740 -> rs1_data=0xbe28e96d rs2_data=0xd627c740
[PASS] seq=crv_seq_2                              cyc=73 op=RK_NO_WRITE_READ rs1=2 rs2=3 wb_write=0 wb_rd=17 wb_data=0x9d0f1047 -> rs1_data=0x6895963e rs2_data=0xdf0a1ab8
[PASS] seq=crv_seq_2                              cyc=74 op=RK_PLAIN_WRITE   rs1=27 rs2=9 wb_write=1 wb_rd=17 wb_data=0xfdfa6f1c -> rs1_data=0xd627c740 rs2_data=0xc71e46fb
[PASS] seq=crv_seq_2                              cyc=75 op=RK_BYPASS_BOTH   rs1=13 rs2=13 wb_write=1 wb_rd=13 wb_data=0x7e0d72b8 -> rs1_data=0x7e0d72b8 rs2_data=0x7e0d72b8
[PASS] seq=crv_seq_2                              cyc=76 op=RK_RANDOM        rs1=25 rs2=8 wb_write=0 wb_rd=30 wb_data=0x13e66a03 -> rs1_data=0xc73bc3ab rs2_data=0x64d388c4
[PASS] seq=crv_seq_2                              cyc=77 op=RK_BYPASS_RS2    rs1=29 rs2=30 wb_write=1 wb_rd=30 wb_data=0xa45e518e -> rs1_data=0x3a00c338 rs2_data=0xa45e518e
[PASS] seq=crv_seq_2                              cyc=78 op=RK_RANDOM        rs1=6 rs2=29 wb_write=0 wb_rd=7 wb_data=0xd10e7176 -> rs1_data=0xb390bc61 rs2_data=0x3a00c338
[PASS] seq=crv_seq_2                              cyc=79 op=RK_RANDOM        rs1=16 rs2=14 wb_write=1 wb_rd=26 wb_data=0x2b69b82a -> rs1_data=0x64ade5db rs2_data=0xa991f328
[PASS] seq=crv_seq_2                              cyc=80 op=RK_NO_WRITE_READ rs1=29 rs2=5 wb_write=0 wb_rd=2 wb_data=0xf5c52dac -> rs1_data=0x3a00c338 rs2_data=0x30b07f21
[PASS] seq=crv_seq_2                              cyc=81 op=RK_BYPASS_RS2    rs1=22 rs2=11 wb_write=1 wb_rd=11 wb_data=0xd2005788 -> rs1_data=0xf575c863 rs2_data=0xd2005788
[PASS] seq=crv_seq_2                              cyc=82 op=RK_RANDOM        rs1=24 rs2=25 wb_write=1 wb_rd=28 wb_data=0xfe3ac493 -> rs1_data=0x5075d419 rs2_data=0xc73bc3ab
[PASS] seq=crv_seq_2                              cyc=83 op=RK_BYPASS_RS2    rs1=11 rs2=24 wb_write=1 wb_rd=24 wb_data=0x9359cd1e -> rs1_data=0xd2005788 rs2_data=0x9359cd1e
[PASS] seq=crv_seq_2                              cyc=84 op=RK_RANDOM        rs1=26 rs2=30 wb_write=1 wb_rd=11 wb_data=0x7b903f73 -> rs1_data=0x2b69b82a rs2_data=0xa45e518e
[PASS] seq=crv_seq_2                              cyc=85 op=RK_BYPASS_RS2    rs1=4 rs2=9 wb_write=1 wb_rd=9 wb_data=0x59882986 -> rs1_data=0x5f415da9 rs2_data=0x59882986
[PASS] seq=crv_seq_2                              cyc=86 op=RK_PLAIN_WRITE   rs1=14 rs2=5 wb_write=1 wb_rd=18 wb_data=0x9ae527b0 -> rs1_data=0xa991f328 rs2_data=0x30b07f21
[PASS] seq=crv_seq_2                              cyc=87 op=RK_X0_ACCESS     rs1=7 rs2=27 wb_write=1 wb_rd=0 wb_data=0xff8d6e9b -> rs1_data=0xa5aa0061 rs2_data=0xd627c740
[PASS] seq=crv_seq_2                              cyc=88 op=RK_NO_WRITE_READ rs1=30 rs2=14 wb_write=0 wb_rd=26 wb_data=0x059baa71 -> rs1_data=0xa45e518e rs2_data=0xa991f328
[PASS] seq=crv_seq_2                              cyc=89 op=RK_BYPASS_RS1    rs1=8 rs2=7 wb_write=1 wb_rd=8 wb_data=0xfcbfcd98 -> rs1_data=0xfcbfcd98 rs2_data=0xa5aa0061
[PASS] seq=crv_seq_2                              cyc=90 op=RK_RANDOM        rs1=27 rs2=19 wb_write=0 wb_rd=16 wb_data=0x2e2fa28f -> rs1_data=0xd627c740 rs2_data=0xc1517450
[PASS] seq=crv_seq_2                              cyc=91 op=RK_BYPASS_RS2    rs1=12 rs2=1 wb_write=1 wb_rd=1 wb_data=0xd8dd4a23 -> rs1_data=0x8b2753a4 rs2_data=0xd8dd4a23
[PASS] seq=crv_seq_2                              cyc=92 op=RK_BYPASS_RS2    rs1=9 rs2=20 wb_write=1 wb_rd=20 wb_data=0x0e110be5 -> rs1_data=0x59882986 rs2_data=0x0e110be5
[PASS] seq=crv_seq_2                              cyc=93 op=RK_PLAIN_WRITE   rs1=8 rs2=14 wb_write=1 wb_rd=15 wb_data=0xc9294cb5 -> rs1_data=0xfcbfcd98 rs2_data=0xa991f328
[PASS] seq=crv_seq_2                              cyc=94 op=RK_PLAIN_WRITE   rs1=29 rs2=20 wb_write=1 wb_rd=31 wb_data=0x8d964282 -> rs1_data=0x3a00c338 rs2_data=0x0e110be5
[PASS] seq=crv_seq_2                              cyc=95 op=RK_BYPASS_RS2    rs1=19 rs2=17 wb_write=1 wb_rd=17 wb_data=0x18951ecd -> rs1_data=0xc1517450 rs2_data=0x18951ecd
[PASS] seq=crv_seq_2                              cyc=96 op=RK_X0_ACCESS     rs1=24 rs2=28 wb_write=1 wb_rd=0 wb_data=0x13a38131 -> rs1_data=0x9359cd1e rs2_data=0xfe3ac493
[PASS] seq=crv_seq_2                              cyc=97 op=RK_RANDOM        rs1=24 rs2=20 wb_write=1 wb_rd=7 wb_data=0x28528627 -> rs1_data=0x9359cd1e rs2_data=0x0e110be5
[PASS] seq=crv_seq_2                              cyc=98 op=RK_RANDOM        rs1=9 rs2=1 wb_write=1 wb_rd=20 wb_data=0xfe298497 -> rs1_data=0x59882986 rs2_data=0xd8dd4a23
[PASS] seq=crv_seq_2                              cyc=99 op=RK_X0_ACCESS     rs1=20 rs2=2 wb_write=1 wb_rd=0 wb_data=0x5a5a1d22 -> rs1_data=0xfe298497 rs2_data=0x6895963e
[PASS] seq=crv_seq_2                              cyc=100 op=RK_BYPASS_RS1    rs1=1 rs2=24 wb_write=1 wb_rd=1 wb_data=0x67fd67f9 -> rs1_data=0x67fd67f9 rs2_data=0x9359cd1e
[PASS] seq=crv_seq_2                              cyc=101 op=RK_BYPASS_RS2    rs1=13 rs2=31 wb_write=1 wb_rd=31 wb_data=0x7c9e171e -> rs1_data=0x7e0d72b8 rs2_data=0x7c9e171e
[PASS] seq=crv_seq_2                              cyc=102 op=RK_X0_ACCESS     rs1=9 rs2=23 wb_write=1 wb_rd=0 wb_data=0x4cbdeace -> rs1_data=0x59882986 rs2_data=0x1f4efe64
[PASS] seq=crv_seq_2                              cyc=103 op=RK_BYPASS_RS1    rs1=26 rs2=12 wb_write=1 wb_rd=26 wb_data=0x3b5a757c -> rs1_data=0x3b5a757c rs2_data=0x8b2753a4
[PASS] seq=crv_seq_2                              cyc=104 op=RK_PLAIN_WRITE   rs1=7 rs2=12 wb_write=1 wb_rd=31 wb_data=0xba31645c -> rs1_data=0x28528627 rs2_data=0x8b2753a4
[PASS] seq=crv_seq_2                              cyc=105 op=RK_BYPASS_RS1    rs1=16 rs2=17 wb_write=1 wb_rd=16 wb_data=0xf2bd70e8 -> rs1_data=0xf2bd70e8 rs2_data=0x18951ecd
[PASS] seq=crv_seq_2                              cyc=106 op=RK_X0_ACCESS     rs1=31 rs2=1 wb_write=1 wb_rd=0 wb_data=0x33e5cb43 -> rs1_data=0xba31645c rs2_data=0x67fd67f9
[PASS] seq=crv_seq_2                              cyc=107 op=RK_PLAIN_WRITE   rs1=8 rs2=27 wb_write=1 wb_rd=16 wb_data=0xcf95e3dc -> rs1_data=0xfcbfcd98 rs2_data=0xd627c740
[PASS] seq=crv_seq_2                              cyc=108 op=RK_BYPASS_RS2    rs1=7 rs2=16 wb_write=1 wb_rd=16 wb_data=0xa875e657 -> rs1_data=0x28528627 rs2_data=0xa875e657
[PASS] seq=crv_seq_2                              cyc=109 op=RK_X0_ACCESS     rs1=4 rs2=18 wb_write=1 wb_rd=0 wb_data=0xdeefc5ec -> rs1_data=0x5f415da9 rs2_data=0x9ae527b0
[PASS] seq=crv_seq_2                              cyc=110 op=RK_BYPASS_BOTH   rs1=31 rs2=31 wb_write=1 wb_rd=31 wb_data=0xc4fc1416 -> rs1_data=0xc4fc1416 rs2_data=0xc4fc1416
[PASS] seq=crv_seq_2                              cyc=111 op=RK_RANDOM        rs1=21 rs2=15 wb_write=0 wb_rd=19 wb_data=0xeca12776 -> rs1_data=0x6c5b17ae rs2_data=0xc9294cb5
[PASS] seq=crv_seq_2                              cyc=112 op=RK_BYPASS_RS2    rs1=7 rs2=23 wb_write=1 wb_rd=23 wb_data=0xebccaf05 -> rs1_data=0x28528627 rs2_data=0xebccaf05
[PASS] seq=crv_seq_2                              cyc=113 op=RK_BYPASS_RS2    rs1=8 rs2=20 wb_write=1 wb_rd=20 wb_data=0x67c28398 -> rs1_data=0xfcbfcd98 rs2_data=0x67c28398
[PASS] seq=crv_seq_2                              cyc=114 op=RK_BYPASS_RS1    rs1=13 rs2=11 wb_write=1 wb_rd=13 wb_data=0xf3178096 -> rs1_data=0xf3178096 rs2_data=0x7b903f73
[PASS] seq=crv_seq_2                              cyc=115 op=RK_RANDOM        rs1=19 rs2=18 wb_write=1 wb_rd=18 wb_data=0x3edaec22 -> rs1_data=0xc1517450 rs2_data=0x3edaec22
[PASS] seq=crv_seq_2                              cyc=116 op=RK_RANDOM        rs1=2 rs2=6 wb_write=1 wb_rd=25 wb_data=0x5766169a -> rs1_data=0x6895963e rs2_data=0xb390bc61
[PASS] seq=crv_seq_2                              cyc=117 op=RK_BYPASS_BOTH   rs1=10 rs2=10 wb_write=1 wb_rd=10 wb_data=0x46791bd7 -> rs1_data=0x46791bd7 rs2_data=0x46791bd7
[PASS] seq=crv_seq_2                              cyc=118 op=RK_PLAIN_WRITE   rs1=12 rs2=7 wb_write=1 wb_rd=29 wb_data=0xe7d4642d -> rs1_data=0x8b2753a4 rs2_data=0x28528627
[PASS] seq=crv_seq_2                              cyc=119 op=RK_RANDOM        rs1=12 rs2=28 wb_write=0 wb_rd=11 wb_data=0xad412ca1 -> rs1_data=0x8b2753a4 rs2_data=0xfe3ac493
[PASS] seq=crv_seq_2                              cyc=120 op=RK_BYPASS_RS2    rs1=8 rs2=28 wb_write=1 wb_rd=28 wb_data=0x7975da09 -> rs1_data=0xfcbfcd98 rs2_data=0x7975da09
[PASS] seq=crv_seq_2                              cyc=121 op=RK_BYPASS_RS1    rs1=5 rs2=14 wb_write=1 wb_rd=5 wb_data=0xe86663aa -> rs1_data=0xe86663aa rs2_data=0xa991f328
[PASS] seq=crv_seq_2                              cyc=122 op=RK_NO_WRITE_READ rs1=8 rs2=25 wb_write=0 wb_rd=27 wb_data=0x5f93c528 -> rs1_data=0xfcbfcd98 rs2_data=0x5766169a
[PASS] seq=crv_seq_2                              cyc=123 op=RK_PLAIN_WRITE   rs1=5 rs2=9 wb_write=1 wb_rd=7 wb_data=0xb8359f03 -> rs1_data=0xe86663aa rs2_data=0x59882986
[PASS] seq=crv_seq_2                              cyc=124 op=RK_PLAIN_WRITE   rs1=30 rs2=10 wb_write=1 wb_rd=28 wb_data=0x615b5e4d -> rs1_data=0xa45e518e rs2_data=0x46791bd7
[PASS] seq=crv_seq_2                              cyc=125 op=RK_NO_WRITE_READ rs1=9 rs2=18 wb_write=0 wb_rd=23 wb_data=0xec71eb83 -> rs1_data=0x59882986 rs2_data=0x3edaec22
[PASS] seq=crv_seq_2                              cyc=126 op=RK_BYPASS_RS2    rs1=13 rs2=2 wb_write=1 wb_rd=2 wb_data=0x2106a7c7 -> rs1_data=0xf3178096 rs2_data=0x2106a7c7
[PASS] seq=crv_seq_2                              cyc=127 op=RK_BYPASS_BOTH   rs1=26 rs2=26 wb_write=1 wb_rd=26 wb_data=0x29465208 -> rs1_data=0x29465208 rs2_data=0x29465208
[PASS] seq=crv_seq_2                              cyc=128 op=RK_BYPASS_RS2    rs1=1 rs2=28 wb_write=1 wb_rd=28 wb_data=0x6c89c713 -> rs1_data=0x67fd67f9 rs2_data=0x6c89c713
[PASS] seq=crv_seq_2                              cyc=129 op=RK_PLAIN_WRITE   rs1=18 rs2=4 wb_write=1 wb_rd=16 wb_data=0xf12fa8fc -> rs1_data=0x3edaec22 rs2_data=0x5f415da9
[PASS] seq=crv_seq_2                              cyc=130 op=RK_X0_ACCESS     rs1=5 rs2=12 wb_write=1 wb_rd=0 wb_data=0x22982b2f -> rs1_data=0xe86663aa rs2_data=0x8b2753a4
[PASS] seq=crv_seq_2                              cyc=131 op=RK_RANDOM        rs1=11 rs2=22 wb_write=1 wb_rd=17 wb_data=0x386c7c08 -> rs1_data=0x7b903f73 rs2_data=0xf575c863
[PASS] seq=crv_seq_2                              cyc=132 op=RK_RANDOM        rs1=29 rs2=27 wb_write=1 wb_rd=22 wb_data=0xb5813c76 -> rs1_data=0xe7d4642d rs2_data=0xd627c740
[PASS] seq=crv_seq_2                              cyc=133 op=RK_BYPASS_BOTH   rs1=28 rs2=28 wb_write=1 wb_rd=28 wb_data=0xd9c662df -> rs1_data=0xd9c662df rs2_data=0xd9c662df
[PASS] seq=crv_seq_2                              cyc=134 op=RK_NO_WRITE_READ rs1=26 rs2=14 wb_write=0 wb_rd=26 wb_data=0xcc4a9029 -> rs1_data=0x29465208 rs2_data=0xa991f328
[PASS] seq=crv_seq_2                              cyc=135 op=RK_RANDOM        rs1=15 rs2=11 wb_write=1 wb_rd=11 wb_data=0x31a24f1f -> rs1_data=0xc9294cb5 rs2_data=0x31a24f1f
[PASS] seq=crv_seq_2                              cyc=136 op=RK_NO_WRITE_READ rs1=16 rs2=1 wb_write=0 wb_rd=11 wb_data=0xc3ed1d02 -> rs1_data=0xf12fa8fc rs2_data=0x67fd67f9
[PASS] seq=crv_seq_2                              cyc=137 op=RK_NO_WRITE_READ rs1=26 rs2=30 wb_write=0 wb_rd=22 wb_data=0x164438b6 -> rs1_data=0x29465208 rs2_data=0xa45e518e
[PASS] seq=crv_seq_2                              cyc=138 op=RK_BYPASS_RS2    rs1=20 rs2=10 wb_write=1 wb_rd=10 wb_data=0x7e1f1b9a -> rs1_data=0x67c28398 rs2_data=0x7e1f1b9a
[PASS] seq=crv_seq_2                              cyc=139 op=RK_BYPASS_RS2    rs1=1 rs2=31 wb_write=1 wb_rd=31 wb_data=0xca81e312 -> rs1_data=0x67fd67f9 rs2_data=0xca81e312
[PASS] seq=crv_seq_2                              cyc=140 op=RK_RANDOM        rs1=16 rs2=3 wb_write=0 wb_rd=5 wb_data=0xe24b379a -> rs1_data=0xf12fa8fc rs2_data=0xdf0a1ab8
[PASS] seq=crv_seq_2                              cyc=141 op=RK_BYPASS_RS2    rs1=12 rs2=25 wb_write=1 wb_rd=25 wb_data=0x79252597 -> rs1_data=0x8b2753a4 rs2_data=0x79252597
[PASS] seq=crv_seq_2                              cyc=142 op=RK_BYPASS_RS1    rs1=30 rs2=16 wb_write=1 wb_rd=30 wb_data=0x6fcbdb9e -> rs1_data=0x6fcbdb9e rs2_data=0xf12fa8fc
[PASS] seq=crv_seq_2                              cyc=143 op=RK_BYPASS_RS1    rs1=10 rs2=12 wb_write=1 wb_rd=10 wb_data=0xf4c4f8c9 -> rs1_data=0xf4c4f8c9 rs2_data=0x8b2753a4
[PASS] seq=crv_seq_2                              cyc=144 op=RK_BYPASS_RS2    rs1=2 rs2=24 wb_write=1 wb_rd=24 wb_data=0x798dc47b -> rs1_data=0x2106a7c7 rs2_data=0x798dc47b
[PASS] seq=crv_seq_2                              cyc=145 op=RK_BYPASS_RS1    rs1=3 rs2=14 wb_write=1 wb_rd=3 wb_data=0x7da8b29a -> rs1_data=0x7da8b29a rs2_data=0xa991f328
[PASS] seq=crv_seq_2                              cyc=146 op=RK_NO_WRITE_READ rs1=31 rs2=6 wb_write=0 wb_rd=14 wb_data=0x3d161a0b -> rs1_data=0xca81e312 rs2_data=0xb390bc61
[PASS] seq=crv_seq_2                              cyc=147 op=RK_X0_ACCESS     rs1=15 rs2=0 wb_write=1 wb_rd=0 wb_data=0xf2d6a4e9 -> rs1_data=0xc9294cb5 rs2_data=0x00000000
[PASS] seq=crv_seq_2                              cyc=148 op=RK_BYPASS_RS1    rs1=12 rs2=22 wb_write=1 wb_rd=12 wb_data=0xaa2a5fec -> rs1_data=0xaa2a5fec rs2_data=0xb5813c76
[PASS] seq=crv_seq_2                              cyc=149 op=RK_BYPASS_RS1    rs1=20 rs2=16 wb_write=1 wb_rd=20 wb_data=0x261f5679 -> rs1_data=0x261f5679 rs2_data=0xf12fa8fc
[PASS] seq=crv_seq_2                              cyc=150 op=RK_PLAIN_WRITE   rs1=19 rs2=7 wb_write=1 wb_rd=28 wb_data=0x9f4df4e9 -> rs1_data=0xc1517450 rs2_data=0xb8359f03
[PASS] seq=crv_seq_2                              cyc=151 op=RK_PLAIN_WRITE   rs1=29 rs2=15 wb_write=1 wb_rd=28 wb_data=0x07e80b2a -> rs1_data=0xe7d4642d rs2_data=0xc9294cb5
[PASS] seq=crv_seq_2                              cyc=152 op=RK_PLAIN_WRITE   rs1=8 rs2=27 wb_write=1 wb_rd=17 wb_data=0xf267d1ec -> rs1_data=0xfcbfcd98 rs2_data=0xd627c740
[PASS] seq=crv_seq_2                              cyc=153 op=RK_RANDOM        rs1=3 rs2=9 wb_write=1 wb_rd=4 wb_data=0xaba6b051 -> rs1_data=0x7da8b29a rs2_data=0x59882986
[PASS] seq=crv_seq_2                              cyc=154 op=RK_BYPASS_BOTH   rs1=10 rs2=10 wb_write=1 wb_rd=10 wb_data=0xb71e955f -> rs1_data=0xb71e955f rs2_data=0xb71e955f
[PASS] seq=crv_seq_2                              cyc=155 op=RK_BYPASS_BOTH   rs1=9 rs2=9 wb_write=1 wb_rd=9 wb_data=0x1df248ca -> rs1_data=0x1df248ca rs2_data=0x1df248ca
[PASS] seq=crv_seq_2                              cyc=156 op=RK_BYPASS_RS1    rs1=13 rs2=9 wb_write=1 wb_rd=13 wb_data=0xaec9ba41 -> rs1_data=0xaec9ba41 rs2_data=0x1df248ca
