 VCS Coverage Metrics Release U-2023.03_Full64 Copyright (c) 1991-2023 by Synopsys Inc.
[PASS] seq=crv_seq_2                      cyc=97 op=BK_BACKWARD_BRANCH pc=0xb736c358 branch=1 jal=0 -> taken=1 valid=1 tgt=0x59db5c02
[PASS] seq=crv_seq_2                      cyc=98 op=BK_JAL_AND_BRANCH  pc=0x60fd79cc branch=1 jal=1 -> taken=0 valid=1 tgt=0x5db855ca
[PASS] seq=crv_seq_2                      cyc=99 op=BK_RANDOM          pc=0x4dff549c branch=0 jal=0 -> taken=0 valid=0 tgt=0xf4ecd95e
[PASS] seq=crv_seq_2                      cyc=100 op=BK_BACKWARD_BRANCH pc=0x024eb9a8 branch=1 jal=0 -> taken=1 valid=1 tgt=0x96def538
[PASS] seq=crv_seq_2                      cyc=101 op=BK_JAL_AND_BRANCH  pc=0xe1d49ef4 branch=1 jal=1 -> taken=1 valid=1 tgt=0x671e49f0
[PASS] seq=crv_seq_2                      cyc=102 op=BK_BACKWARD_BRANCH pc=0x929c5664 branch=1 jal=0 -> taken=1 valid=1 tgt=0x629eb388
[PASS] seq=crv_seq_2                      cyc=103 op=BK_JAL             pc=0xe5dc6c48 branch=0 jal=1 -> taken=0 valid=1 tgt=0xae81319c
[PASS] seq=crv_seq_2                      cyc=104 op=BK_FORWARD_BRANCH  pc=0xaedc3724 branch=1 jal=0 -> taken=0 valid=0 tgt=0x0472d530
[PASS] seq=crv_seq_2                      cyc=105 op=BK_BACKWARD_BRANCH pc=0xb848d9a8 branch=1 jal=0 -> taken=1 valid=1 tgt=0x851b3a7e
[PASS] seq=crv_seq_2                      cyc=106 op=BK_RANDOM          pc=0x6bffafc0 branch=1 jal=0 -> taken=0 valid=0 tgt=0x74ad15bc
[PASS] seq=crv_seq_2                      cyc=107 op=BK_RANDOM          pc=0xd890046c branch=0 jal=1 -> taken=0 valid=1 tgt=0xfa8e79ea
[PASS] seq=crv_seq_2                      cyc=108 op=BK_RANDOM          pc=0xd28b3d28 branch=1 jal=1 -> taken=1 valid=1 tgt=0x9ecb1c54
[PASS] seq=crv_seq_2                      cyc=109 op=BK_FORWARD_BRANCH  pc=0xe618139c branch=1 jal=0 -> taken=0 valid=0 tgt=0x52d84290
[PASS] seq=crv_seq_2                      cyc=110 op=BK_JAL             pc=0xa51be174 branch=0 jal=1 -> taken=0 valid=1 tgt=0x16735c40
[PASS] seq=crv_seq_2                      cyc=111 op=BK_JAL_AND_BRANCH  pc=0xd90c940c branch=1 jal=1 -> taken=1 valid=1 tgt=0x4d06bcd4
[PASS] seq=crv_seq_2                      cyc=112 op=BK_FORWARD_BRANCH  pc=0x67fb9374 branch=1 jal=0 -> taken=0 valid=0 tgt=0x744c5378
[PASS] seq=crv_seq_2                      cyc=113 op=BK_FORWARD_BRANCH  pc=0xf6969edc branch=1 jal=0 -> taken=0 valid=0 tgt=0x2301c9c8
[PASS] seq=crv_seq_2                      cyc=114 op=BK_JAL_AND_BRANCH  pc=0x98aa2454 branch=1 jal=1 -> taken=1 valid=1 tgt=0xbba8db2c
[PASS] seq=crv_seq_2                      cyc=115 op=BK_BACKWARD_BRANCH pc=0xc38d0a78 branch=1 jal=0 -> taken=1 valid=1 tgt=0x61d09210
[PASS] seq=crv_seq_2                      cyc=116 op=BK_RANDOM          pc=0x0845c2d8 branch=0 jal=1 -> taken=0 valid=1 tgt=0xf5d5850c
[PASS] seq=crv_seq_2                      cyc=117 op=BK_BACKWARD_BRANCH pc=0xee29ad40 branch=1 jal=0 -> taken=1 valid=1 tgt=0xd8235db6
[PASS] seq=crv_seq_2                      cyc=118 op=BK_RANDOM          pc=0xa5382200 branch=1 jal=1 -> taken=0 valid=1 tgt=0x879eb6ee
[PASS] seq=crv_seq_2                      cyc=119 op=BK_FORWARD_BRANCH  pc=0xc4edda5c branch=1 jal=0 -> taken=0 valid=0 tgt=0xcb43c9f4
[PASS] seq=crv_seq_2                      cyc=120 op=BK_FORWARD_BRANCH  pc=0xd687a3f8 branch=1 jal=0 -> taken=0 valid=0 tgt=0x430e88b0
[PASS] seq=crv_seq_2                      cyc=121 op=BK_IDLE            pc=0x732d4130 branch=0 jal=0 -> taken=0 valid=0 tgt=0x97fb8f90
[PASS] seq=crv_seq_2                      cyc=122 op=BK_FORWARD_BRANCH  pc=0xad92a120 branch=1 jal=0 -> taken=0 valid=0 tgt=0xafe26870
[PASS] seq=crv_seq_2                      cyc=123 op=BK_RANDOM          pc=0x417e7088 branch=1 jal=1 -> taken=0 valid=1 tgt=0xecba97bc
[PASS] seq=crv_seq_2                      cyc=124 op=BK_FORWARD_BRANCH  pc=0x4606d860 branch=1 jal=0 -> taken=0 valid=0 tgt=0x4c235e7e
[PASS] seq=crv_seq_2                      cyc=125 op=BK_BACKWARD_BRANCH pc=0xfb000098 branch=1 jal=0 -> taken=1 valid=1 tgt=0xc4ce4be2
[PASS] seq=crv_seq_2                      cyc=126 op=BK_JAL_AND_BRANCH  pc=0xe7261444 branch=1 jal=1 -> taken=1 valid=1 tgt=0x2563df68
[PASS] seq=crv_seq_2                      cyc=127 op=BK_RANDOM          pc=0xbd7c0874 branch=1 jal=1 -> taken=1 valid=1 tgt=0x0ab0710c
[PASS] seq=crv_seq_2                      cyc=128 op=BK_JAL_AND_BRANCH  pc=0x57d90bc8 branch=1 jal=1 -> taken=1 valid=1 tgt=0x099932fa
[PASS] seq=crv_seq_2                      cyc=129 op=BK_RANDOM          pc=0xb88d1f00 branch=1 jal=1 -> taken=0 valid=1 tgt=0xefea33f8
[PASS] seq=crv_seq_2                      cyc=130 op=BK_JAL_AND_BRANCH  pc=0xd021bfbc branch=1 jal=1 -> taken=1 valid=1 tgt=0x0e3cbda0
[PASS] seq=crv_seq_2                      cyc=131 op=BK_BACKWARD_BRANCH pc=0x04e2232c branch=1 jal=0 -> taken=1 valid=1 tgt=0x04dc89e2
[PASS] seq=crv_seq_2                      cyc=132 op=BK_FORWARD_BRANCH  pc=0xd78cf680 branch=1 jal=0 -> taken=0 valid=0 tgt=0x3f3df6da
[PASS] seq=crv_seq_2                      cyc=133 op=BK_JAL             pc=0xb23bd6d8 branch=0 jal=1 -> taken=0 valid=1 tgt=0x970e1c6e
[PASS] seq=crv_seq_2                      cyc=134 op=BK_IDLE            pc=0x547bc8d4 branch=0 jal=0 -> taken=0 valid=0 tgt=0xe8760a86
[PASS] seq=crv_seq_2                      cyc=135 op=BK_BACKWARD_BRANCH pc=0x2fbd9ff0 branch=1 jal=0 -> taken=1 valid=1 tgt=0xb5a29b26
[PASS] seq=crv_seq_2                      cyc=136 op=BK_FORWARD_BRANCH  pc=0x3944fd24 branch=1 jal=0 -> taken=0 valid=0 tgt=0x45d80d50
[PASS] seq=crv_seq_2                      cyc=137 op=BK_JAL             pc=0x1ac170ec branch=0 jal=1 -> taken=0 valid=1 tgt=0x8725ebc0
[PASS] seq=crv_seq_2                      cyc=138 op=BK_BACKWARD_BRANCH pc=0x5eb445d8 branch=1 jal=0 -> taken=1 valid=1 tgt=0x4b8e0140
[PASS] seq=crv_seq_2                      cyc=139 op=BK_JAL_AND_BRANCH  pc=0xe27eadb4 branch=1 jal=1 -> taken=0 valid=1 tgt=0x0d020870
[PASS] seq=crv_seq_2                      cyc=140 op=BK_RANDOM          pc=0x10484bfc branch=0 jal=1 -> taken=0 valid=1 tgt=0x43937b8c
[PASS] seq=crv_seq_2                      cyc=141 op=BK_JAL             pc=0x2cde7170 branch=0 jal=1 -> taken=0 valid=1 tgt=0x2b416164
[PASS] seq=crv_seq_2                      cyc=142 op=BK_BACKWARD_BRANCH pc=0xf1e1f6dc branch=1 jal=0 -> taken=1 valid=1 tgt=0xb2ead2e2
[PASS] seq=crv_seq_2                      cyc=143 op=BK_WRAPAROUND      pc=0x832d913c branch=1 jal=1 -> taken=0 valid=1 tgt=0x2e3d34f2
[PASS] seq=crv_seq_2                      cyc=144 op=BK_BACKWARD_BRANCH pc=0x78497290 branch=1 jal=0 -> taken=1 valid=1 tgt=0x0968f792
[PASS] seq=crv_seq_2                      cyc=145 op=BK_BACKWARD_BRANCH pc=0xb2d6f910 branch=1 jal=0 -> taken=1 valid=1 tgt=0x52b93b4e
[PASS] seq=crv_seq_2                      cyc=146 op=BK_RANDOM          pc=0xfb8f4ee8 branch=1 jal=1 -> taken=1 valid=1 tgt=0xebc0b83a
[PASS] seq=crv_seq_2                      cyc=147 op=BK_JAL_AND_BRANCH  pc=0xec8bc044 branch=1 jal=1 -> taken=1 valid=1 tgt=0x93cba14c
[PASS] seq=crv_seq_2                      cyc=148 op=BK_BACKWARD_BRANCH pc=0xfe3a13f4 branch=1 jal=0 -> taken=1 valid=1 tgt=0xee47eb32
[PASS] seq=crv_seq_2                      cyc=149 op=BK_RANDOM          pc=0xd8654230 branch=1 jal=0 -> taken=1 valid=1 tgt=0xd177025e
[PASS] seq=crv_seq_2                      cyc=150 op=BK_FORWARD_BRANCH  pc=0x91855274 branch=1 jal=0 -> taken=0 valid=0 tgt=0xb8bdef2c
[PASS] seq=crv_seq_2                      cyc=151 op=BK_FORWARD_BRANCH  pc=0xebcfb808 branch=1 jal=0 -> taken=0 valid=0 tgt=0xfb075368
[PASS] seq=crv_seq_2                      cyc=152 op=BK_IDLE            pc=0x23e6ef80 branch=0 jal=0 -> taken=0 valid=0 tgt=0xbf7539ba
[PASS] seq=crv_seq_2                      cyc=153 op=BK_JAL             pc=0xaa44e0e4 branch=0 jal=1 -> taken=0 valid=1 tgt=0x17f38dd0
[PASS] seq=crv_seq_2                      cyc=154 op=BK_BACKWARD_BRANCH pc=0x7439932c branch=1 jal=0 -> taken=1 valid=1 tgt=0x6d84d196
[PASS] seq=crv_seq_2                      cyc=155 op=BK_BACKWARD_BRANCH pc=0xaf23a45c branch=1 jal=0 -> taken=1 valid=1 tgt=0x4e2eddc6
[PASS] seq=crv_seq_2                      cyc=156 op=BK_IDLE            pc=0xbfe906ac branch=0 jal=0 -> taken=0 valid=0 tgt=0xdb28ffd6
[PASS] seq=crv_seq_2                      cyc=157 op=BK_BACKWARD_BRANCH pc=0x151a1214 branch=1 jal=0 -> taken=1 valid=1 tgt=0xd6b89fcc
[PASS] seq=crv_seq_2                      cyc=158 op=BK_JAL             pc=0x0f8d80c0 branch=0 jal=1 -> taken=0 valid=1 tgt=0x99907e5a
[PASS] seq=crv_seq_2                      cyc=159 op=BK_FORWARD_BRANCH  pc=0xfd7ddf60 branch=1 jal=0 -> taken=0 valid=0 tgt=0x03b2c2fa
[PASS] seq=crv_seq_2                      cyc=160 op=BK_RANDOM          pc=0xb6eced20 branch=0 jal=1 -> taken=0 valid=1 tgt=0xf443c67e
[PASS] seq=crv_seq_2                      cyc=161 op=BK_BACKWARD_BRANCH pc=0x2ae58b58 branch=1 jal=0 -> taken=1 valid=1 tgt=0xd7742dc2
[PASS] seq=crv_seq_2                      cyc=162 op=BK_JAL_AND_BRANCH  pc=0xd3ff1890 branch=1 jal=1 -> taken=1 valid=1 tgt=0x2a3d3a18
[PASS] seq=crv_seq_2                      cyc=163 op=BK_RANDOM          pc=0x51d801c8 branch=0 jal=1 -> taken=0 valid=1 tgt=0x91cf664e
[PASS] seq=crv_seq_2                      cyc=164 op=BK_RANDOM          pc=0x4593e210 branch=0 jal=0 -> taken=0 valid=0 tgt=0x6adc9fe6
[PASS] seq=crv_seq_2                      cyc=165 op=BK_BACKWARD_BRANCH pc=0x57039304 branch=1 jal=0 -> taken=1 valid=1 tgt=0x51d0ea32
[PASS] seq=crv_seq_2                      cyc=166 op=BK_BACKWARD_BRANCH pc=0x1196b078 branch=1 jal=0 -> taken=1 valid=1 tgt=0xc96333b4
[PASS] seq=crv_seq_2                      cyc=167 op=BK_RANDOM          pc=0x05208900 branch=0 jal=1 -> taken=0 valid=1 tgt=0x06dcd756
[PASS] seq=crv_seq_2                      cyc=168 op=BK_FORWARD_BRANCH  pc=0x16f823f4 branch=1 jal=0 -> taken=0 valid=0 tgt=0x82e7d4e8
[PASS] seq=crv_seq_2                      cyc=169 op=BK_JAL             pc=0x19f66f94 branch=0 jal=1 -> taken=0 valid=1 tgt=0xc13acf04
[PASS] seq=crv_seq_2                      cyc=170 op=BK_IDLE            pc=0xb30ebe74 branch=0 jal=0 -> taken=0 valid=0 tgt=0x7774127c
[PASS] seq=crv_seq_2                      cyc=171 op=BK_BACKWARD_BRANCH pc=0x7923427c branch=1 jal=0 -> taken=1 valid=1 tgt=0x6d44228c
[PASS] seq=crv_seq_2                      cyc=172 op=BK_IDLE            pc=0xf51dce60 branch=0 jal=0 -> taken=0 valid=0 tgt=0x33151a5e
[PASS] seq=crv_seq_2                      cyc=173 op=BK_JAL_AND_BRANCH  pc=0x45f1e07c branch=1 jal=1 -> taken=0 valid=1 tgt=0x55962ce4
[PASS] seq=crv_seq_2                      cyc=174 op=BK_WRAPAROUND      pc=0x4c12592c branch=1 jal=1 -> taken=0 valid=1 tgt=0x2ba63cc2
[PASS] seq=crv_seq_2                      cyc=175 op=BK_RANDOM          pc=0x16d5155c branch=0 jal=1 -> taken=0 valid=1 tgt=0x3430fcce
[PASS] seq=crv_seq_2                      cyc=176 op=BK_JAL_AND_BRANCH  pc=0x8475e2a0 branch=1 jal=1 -> taken=1 valid=1 tgt=0xaadfa89e
[PASS] seq=crv_seq_2                      cyc=177 op=BK_RANDOM          pc=0x47d57c44 branch=0 jal=1 -> taken=0 valid=1 tgt=0xe1fdb520
[PASS] seq=crv_seq_2                      cyc=178 op=BK_IDLE            pc=0x270f4368 branch=0 jal=0 -> taken=0 valid=0 tgt=0x0c1026b4
[PASS] seq=crv_seq_2                      cyc=179 op=BK_RANDOM          pc=0x9b25ac6c branch=1 jal=0 -> taken=0 valid=0 tgt=0xb414ae7e
[PASS] seq=crv_seq_2                      cyc=180 op=BK_BACKWARD_BRANCH pc=0x64b37948 branch=1 jal=0 -> taken=1 valid=1 tgt=0x16e596e4
[PASS] seq=crv_seq_2                      cyc=181 op=BK_BACKWARD_BRANCH pc=0x24ced000 branch=1 jal=0 -> taken=1 valid=1 tgt=0xfbe8eb44
[PASS] seq=crv_seq_2                      cyc=182 op=BK_IDLE            pc=0x04a8fe80 branch=0 jal=0 -> taken=0 valid=0 tgt=0x721dec9c
[PASS] seq=crv_seq_2                      cyc=183 op=BK_BACKWARD_BRANCH pc=0x8afaf25c branch=1 jal=0 -> taken=1 valid=1 tgt=0x29253582
[PASS] seq=crv_seq_2                      cyc=184 op=BK_IDLE            pc=0xaf1baa30 branch=0 jal=0 -> taken=0 valid=0 tgt=0x39f99442
[PASS] seq=crv_seq_2                      cyc=185 op=BK_BACKWARD_BRANCH pc=0x40a14974 branch=1 jal=0 -> taken=1 valid=1 tgt=0xf1e652fe
[PASS] seq=crv_seq_2                      cyc=186 op=BK_FORWARD_BRANCH  pc=0x7d2a1360 branch=1 jal=0 -> taken=0 valid=0 tgt=0x92244ae4
[PASS] seq=crv_seq_2                      cyc=187 op=BK_IDLE            pc=0x6a108680 branch=0 jal=0 -> taken=0 valid=0 tgt=0x1250734c
[PASS] seq=crv_seq_2                      cyc=188 op=BK_BACKWARD_BRANCH pc=0x481e3418 branch=1 jal=0 -> taken=1 valid=1 tgt=0xecc4dc3a
[PASS] seq=crv_seq_2                      cyc=189 op=BK_IDLE            pc=0x9020ee3c branch=0 jal=0 -> taken=0 valid=0 tgt=0xac06d2b4
[PASS] seq=crv_seq_2                      cyc=190 op=BK_RANDOM          pc=0xb10f377c branch=1 jal=1 -> taken=1 valid=1 tgt=0xa8317124
[PASS] seq=crv_seq_2                      cyc=191 op=BK_RANDOM          pc=0x3561bcf0 branch=0 jal=0 -> taken=0 valid=0 tgt=0x54a6e942
[PASS] seq=crv_seq_2                      cyc=192 op=BK_FORWARD_BRANCH  pc=0xc82b4eec branch=1 jal=0 -> taken=0 valid=0 tgt=0x04281f8c
[PASS] seq=crv_seq_2                      cyc=193 op=BK_FORWARD_BRANCH  pc=0x9c0ef78c branch=1 jal=0 -> taken=0 valid=0 tgt=0x9c9513be
[PASS] seq=crv_seq_2                      cyc=194 op=BK_BACKWARD_BRANCH pc=0x37c9618c branch=1 jal=0 -> taken=1 valid=1 tgt=0x24d6910c
[PASS] seq=crv_seq_2                      cyc=195 op=BK_JAL             pc=0x607adeec branch=0 jal=1 -> taken=0 valid=1 tgt=0x24749f34
[PASS] seq=crv_seq_2                      cyc=196 op=BK_JAL_AND_BRANCH  pc=0x78d185b0 branch=1 jal=1 -> taken=0 valid=1 tgt=0x6220d3d2
[PASS] seq=crv_seq_2                      cyc=197 op=BK_RANDOM          pc=0x30fe1f74 branch=1 jal=1 -> taken=1 valid=1 tgt=0xf987104a
[PASS] seq=crv_seq_2                      cyc=198 op=BK_JAL_AND_BRANCH  pc=0x0518a384 branch=1 jal=1 -> taken=1 valid=1 tgt=0x71b96818
[PASS] seq=crv_seq_2                      cyc=199 op=BK_FORWARD_BRANCH  pc=0x94c0c96c branch=1 jal=0 -> taken=0 valid=0 tgt=0xf882fb58
[PASS] seq=crv_seq_3                      cyc=0 op=BK_IDLE            pc=0x456c1fcc branch=0 jal=0 -> taken=0 valid=0 tgt=0x4da06d24
[PASS] seq=crv_seq_3                      cyc=1 op=BK_WRAPAROUND      pc=0x52543650 branch=0 jal=0 -> taken=0 valid=0 tgt=0xb1c22a52
[PASS] seq=crv_seq_3                      cyc=2 op=BK_IDLE            pc=0xe39c2168 branch=0 jal=0 -> taken=0 valid=0 tgt=0x657ec0c2
[PASS] seq=crv_seq_3                      cyc=3 op=BK_RANDOM          pc=0xf8dfb448 branch=0 jal=0 -> taken=0 valid=0 tgt=0x9fc0dc60
[PASS] seq=crv_seq_3                      cyc=4 op=BK_FORWARD_BRANCH  pc=0x3fb5c6f8 branch=1 jal=0 -> taken=0 valid=0 tgt=0x5d74a5ca
[PASS] seq=crv_seq_3                      cyc=5 op=BK_RANDOM          pc=0x1c76c808 branch=1 jal=0 -> taken=1 valid=1 tgt=0xae8e3a02
[PASS] seq=crv_seq_3                      cyc=6 op=BK_BACKWARD_BRANCH pc=0x4100c6d4 branch=1 jal=0 -> taken=1 valid=1 tgt=0x24df6096
[PASS] seq=crv_seq_3                      cyc=7 op=BK_BACKWARD_BRANCH pc=0xefe209cc branch=1 jal=0 -> taken=1 valid=1 tgt=0x808fb69e
[PASS] seq=crv_seq_3                      cyc=8 op=BK_FORWARD_BRANCH  pc=0x0623eca8 branch=1 jal=0 -> taken=0 valid=0 tgt=0x83d2ef46
[PASS] seq=crv_seq_3                      cyc=9 op=BK_BACKWARD_BRANCH pc=0xc43e7e90 branch=1 jal=0 -> taken=1 valid=1 tgt=0x548d3f28
[PASS] seq=crv_seq_3                      cyc=10 op=BK_BACKWARD_BRANCH pc=0x830b9388 branch=1 jal=0 -> taken=1 valid=1 tgt=0x2023c4ca
[PASS] seq=crv_seq_3                      cyc=11 op=BK_JAL             pc=0xdaa21d0c branch=0 jal=1 -> taken=0 valid=1 tgt=0xafe36b84
[PASS] seq=crv_seq_3                      cyc=12 op=BK_FORWARD_BRANCH  pc=0xbd2bad58 branch=1 jal=0 -> taken=0 valid=0 tgt=0x09762248
[PASS] seq=crv_seq_3                      cyc=13 op=BK_FORWARD_BRANCH  pc=0x7837f650 branch=1 jal=0 -> taken=0 valid=0 tgt=0x79512abc
[PASS] seq=crv_seq_3                      cyc=14 op=BK_BACKWARD_BRANCH pc=0xc914ce6c branch=1 jal=0 -> taken=1 valid=1 tgt=0xa80f8182
[PASS] seq=crv_seq_3                      cyc=15 op=BK_JAL_AND_BRANCH  pc=0x25954ed0 branch=1 jal=1 -> taken=0 valid=1 tgt=0x52eb6f62
[PASS] seq=crv_seq_3                      cyc=16 op=BK_IDLE            pc=0xaff5ce28 branch=0 jal=0 -> taken=0 valid=0 tgt=0x7b0be27e
[PASS] seq=crv_seq_3                      cyc=17 op=BK_WRAPAROUND      pc=0x68380e98 branch=0 jal=1 -> taken=0 valid=1 tgt=0xd9c59e3a
[PASS] seq=crv_seq_3                      cyc=18 op=BK_FORWARD_BRANCH  pc=0xeedcf6e0 branch=1 jal=0 -> taken=0 valid=0 tgt=0x0bb81d30
[PASS] seq=crv_seq_3                      cyc=19 op=BK_RANDOM          pc=0x6d374514 branch=0 jal=1 -> taken=0 valid=1 tgt=0xb5dbf1d2
[PASS] seq=crv_seq_3                      cyc=20 op=BK_RANDOM          pc=0x449b30d4 branch=0 jal=1 -> taken=0 valid=1 tgt=0xd4b51816
[PASS] seq=crv_seq_3                      cyc=21 op=BK_FORWARD_BRANCH  pc=0x099fe110 branch=1 jal=0 -> taken=0 valid=0 tgt=0x16c881d6
[PASS] seq=crv_seq_3                      cyc=22 op=BK_IDLE            pc=0x6efe1ecc branch=0 jal=0 -> taken=0 valid=0 tgt=0xda190e36
[PASS] seq=crv_seq_3                      cyc=23 op=BK_JAL_AND_BRANCH  pc=0x0cdde03c branch=1 jal=1 -> taken=1 valid=1 tgt=0x34e08634
[PASS] seq=crv_seq_3                      cyc=24 op=BK_RANDOM          pc=0x021e716c branch=0 jal=0 -> taken=0 valid=0 tgt=0xf3b6af2e
[PASS] seq=crv_seq_3                      cyc=25 op=BK_RANDOM          pc=0xd11fba34 branch=0 jal=1 -> taken=0 valid=1 tgt=0x2134fb72
[PASS] seq=crv_seq_3                      cyc=26 op=BK_IDLE            pc=0x783a521c branch=0 jal=0 -> taken=0 valid=0 tgt=0x74e4504a
[PASS] seq=crv_seq_3                      cyc=27 op=BK_BACKWARD_BRANCH pc=0x2a0fcaf0 branch=1 jal=0 -> taken=1 valid=1 tgt=0xef7968f6
[PASS] seq=crv_seq_3                      cyc=28 op=BK_FORWARD_BRANCH  pc=0x771ef784 branch=1 jal=0 -> taken=0 valid=0 tgt=0x8d35c9ca
[PASS] seq=crv_seq_3                      cyc=29 op=BK_FORWARD_BRANCH  pc=0xd6cc4ee0 branch=1 jal=0 -> taken=0 valid=0 tgt=0x363bea76
[PASS] seq=crv_seq_3                      cyc=30 op=BK_BACKWARD_BRANCH pc=0xb04f9bf4 branch=1 jal=0 -> taken=1 valid=1 tgt=0x8c406442
[PASS] seq=crv_seq_3                      cyc=31 op=BK_BACKWARD_BRANCH pc=0x80dfd224 branch=1 jal=0 -> taken=1 valid=1 tgt=0x31f743a4
[PASS] seq=crv_seq_3                      cyc=32 op=BK_JAL             pc=0x7a32b38c branch=0 jal=1 -> taken=0 valid=1 tgt=0x2162964e
[PASS] seq=crv_seq_3                      cyc=33 op=BK_JAL             pc=0x584bee54 branch=0 jal=1 -> taken=0 valid=1 tgt=0xf9765d5c
[PASS] seq=crv_seq_3                      cyc=34 op=BK_JAL_AND_BRANCH  pc=0x7be15b3c branch=1 jal=1 -> taken=0 valid=1 tgt=0x1588c23c
[PASS] seq=crv_seq_3                      cyc=35 op=BK_JAL_AND_BRANCH  pc=0x14329e84 branch=1 jal=1 -> taken=0 valid=1 tgt=0xd8640034
[PASS] seq=crv_seq_3                      cyc=36 op=BK_IDLE            pc=0x67937b40 branch=0 jal=0 -> taken=0 valid=0 tgt=0x93b8a294
[PASS] seq=crv_seq_3                      cyc=37 op=BK_WRAPAROUND      pc=0x3bf7225c branch=0 jal=1 -> taken=0 valid=1 tgt=0xf5c6f148
[PASS] seq=crv_seq_3                      cyc=38 op=BK_FORWARD_BRANCH  pc=0xf15e9898 branch=1 jal=0 -> taken=0 valid=0 tgt=0x2d5a5086
[PASS] seq=crv_seq_3                      cyc=39 op=BK_RANDOM          pc=0x76959cec branch=1 jal=1 -> taken=0 valid=1 tgt=0x505c39a2
[PASS] seq=crv_seq_3                      cyc=40 op=BK_FORWARD_BRANCH  pc=0xe2e0f184 branch=1 jal=0 -> taken=0 valid=0 tgt=0xf116ef24
[PASS] seq=crv_seq_3                      cyc=41 op=BK_BACKWARD_BRANCH pc=0x93f533c4 branch=1 jal=0 -> taken=1 valid=1 tgt=0x374c53e0
[PASS] seq=crv_seq_3                      cyc=42 op=BK_RANDOM          pc=0xccda2da0 branch=1 jal=1 -> taken=1 valid=1 tgt=0xec3ec408
[PASS] seq=crv_seq_3                      cyc=43 op=BK_RANDOM          pc=0xdddaeebc branch=0 jal=1 -> taken=0 valid=1 tgt=0xf559c52a
[PASS] seq=crv_seq_3                      cyc=44 op=BK_BACKWARD_BRANCH pc=0x08d7cddc branch=1 jal=0 -> taken=1 valid=1 tgt=0xa41f102e
[PASS] seq=crv_seq_3                      cyc=45 op=BK_BACKWARD_BRANCH pc=0x7a2709bc branch=1 jal=0 -> taken=1 valid=1 tgt=0x5d90736c
[PASS] seq=crv_seq_3                      cyc=46 op=BK_JAL             pc=0x80b601d8 branch=0 jal=1 -> taken=0 valid=1 tgt=0xee974f7a
[PASS] seq=crv_seq_3                      cyc=47 op=BK_IDLE            pc=0x0d8c0858 branch=0 jal=0 -> taken=0 valid=0 tgt=0x471bd992
[PASS] seq=crv_seq_3                      cyc=48 op=BK_IDLE            pc=0x9e2b9cdc branch=0 jal=0 -> taken=0 valid=0 tgt=0x15884c90
[PASS] seq=crv_seq_3                      cyc=49 op=BK_BACKWARD_BRANCH pc=0x5fa58958 branch=1 jal=0 -> taken=1 valid=1 tgt=0x108b06f8
[PASS] seq=crv_seq_3                      cyc=50 op=BK_JAL_AND_BRANCH  pc=0x1f0615b0 branch=1 jal=1 -> taken=1 valid=1 tgt=0xbcee436a
[PASS] seq=crv_seq_3                      cyc=51 op=BK_JAL             pc=0x3899b200 branch=0 jal=1 -> taken=0 valid=1 tgt=0x69e60866
[PASS] seq=crv_seq_3                      cyc=52 op=BK_RANDOM          pc=0xafd6c7e4 branch=1 jal=1 -> taken=1 valid=1 tgt=0x96eec19a
[PASS] seq=crv_seq_3                      cyc=53 op=BK_FORWARD_BRANCH  pc=0xb498a0e4 branch=1 jal=0 -> taken=0 valid=0 tgt=0xb557403c
[PASS] seq=crv_seq_3                      cyc=54 op=BK_IDLE            pc=0x1010df9c branch=0 jal=0 -> taken=0 valid=0 tgt=0xb701e746
[PASS] seq=crv_seq_3                      cyc=55 op=BK_RANDOM          pc=0x6e16845c branch=0 jal=0 -> taken=0 valid=0 tgt=0xb9f30b3c
[PASS] seq=crv_seq_3                      cyc=56 op=BK_FORWARD_BRANCH  pc=0x8f3de7c8 branch=1 jal=0 -> taken=0 valid=0 tgt=0xe4fb57c4
[PASS] seq=crv_seq_3                      cyc=57 op=BK_JAL_AND_BRANCH  pc=0xd5e59370 branch=1 jal=1 -> taken=1 valid=1 tgt=0x65834280
[PASS] seq=crv_seq_3                      cyc=58 op=BK_FORWARD_BRANCH  pc=0x65c320ec branch=1 jal=0 -> taken=0 valid=0 tgt=0x8db27c26
[PASS] seq=crv_seq_3                      cyc=59 op=BK_BACKWARD_BRANCH pc=0xd3e93600 branch=1 jal=0 -> taken=1 valid=1 tgt=0xb7c8d75a
[PASS] seq=crv_seq_3                      cyc=60 op=BK_JAL_AND_BRANCH  pc=0xa088c88c branch=1 jal=1 -> taken=1 valid=1 tgt=0x72e10478
[PASS] seq=crv_seq_3                      cyc=61 op=BK_FORWARD_BRANCH  pc=0x05293840 branch=1 jal=0 -> taken=0 valid=0 tgt=0x566cb080
[PASS] seq=crv_seq_3                      cyc=62 op=BK_RANDOM          pc=0x1d3572b8 branch=0 jal=1 -> taken=0 valid=1 tgt=0xf23e0130
[PASS] seq=crv_seq_3                      cyc=63 op=BK_RANDOM          pc=0x5e2744e4 branch=1 jal=1 -> taken=1 valid=1 tgt=0x9307afa8
[PASS] seq=crv_seq_3                      cyc=64 op=BK_FORWARD_BRANCH  pc=0x28e90cf4 branch=1 jal=0 -> taken=0 valid=0 tgt=0x395884ea
